3.161407851317759032e-01,2.499868746417181209e-01,3.490172195569248292e-01,2.682824095629654515e-01,3.944465258115875117e-01,2.246809189618296509e-01,1.653100767881516553e-01,2.246809189618296509e-01,2.703587649732863696e-01,1.653100767881516553e-01,3.033091740124108782e+01,3.016801967714737032e+01,3.012298273702533180e+01,3.008053800565244629e+01,2.980073506903503855e+01,2.996162461908516761e+01,2.984357775000242086e+01,3.000557068413455752e+01,3.012298273702533180e+01,3.000557068413455752e+01
3.430017881196051333e-01,2.423535755175872941e-01,2.739610347063390905e-01,1.620712654838116773e-01,2.649775913210272171e-01,2.782408385708081133e-01,3.051883462770981770e-01,2.584861572098893223e-01,2.432266483024393688e-01,1.922551952940283748e-01,4.571985525046955878e+00,4.387055194488419296e+00,4.552977147208957298e+00,1.234736543319437274e+01,1.198971786066072198e+01,1.216005505339261639e+01,9.841146935279489583e+00,1.248565914941996624e+01,1.255829871710417933e+01,1.260981264219991438e+01
5.434042776150285192e-01,3.204233040941690258e-01,1.858151488355327396e-01,3.031962399819030929e-01,2.733884440514152137e-01,3.715761464248045209e-01,3.835192886381373900e-01,3.188494452688165892e-01,2.399860135836916486e-01,4.767852459650043229e-01,9.361294161785343348e+00,7.670035067970710330e+00,7.928109654954661245e+00,8.951250987486591981e+00,7.670035067970710330e+00,8.784303489185779412e+00,7.670035067970710330e+00,8.302816400716922729e+00,8.476120723776370269e+00,1.042102544629164740e+01
3.715054757363103755e-01,3.135862612368418012e-01,4.505358938401330393e-01,3.052922247492603214e-01,3.296815756423829291e-01,6.039489700188102050e-01,2.820093979237795478e-01,4.107445091810286164e-01,6.050883359700557351e-01,2.142333202229706746e-01,1.013507460660771642e+01,1.041321845784633382e+01,1.085508326056427997e+01,1.022327590484638904e+01,1.006678034679149114e+01,1.023301318058984855e+01,9.902318685386822139e+00,9.487442453780193574e+00,9.033990085426237826e+00,9.018110643177587704e+00
1.876448272007091855e-01,1.123910038811403306e-01,4.282984488877121798e-01,3.828575768243284716e-01,2.786999692234871651e-01,1.043068960272582474e-01,1.206294581757858808e-01,1.043068960272582474e-01,1.206294581757858808e-01,1.043068960272582474e-01,7.225435058308237402e+00,6.389334617760535906e+00,6.798533394942315233e+00,6.475377646159571121e+00,6.433308743084474202e+00,6.527211111636751717e+00,6.716022516827801603e+00,6.975389929629712604e+00,6.842288814830129517e+00,5.895431101959117903e+00
3.033319013523753660e-01,3.178835936323143319e-01,1.629740168428321090e-01,9.580902844093074078e-02,1.920346967605318922e-01,1.433043612072802953e-01,1.699912957822575788e-01,3.902965428647597323e-01,1.749193128557030297e-01,3.013744747936318857e-01,7.192860717715518604e+00,2.893756398190023305e+01,7.723010000248550000e+00,8.596708216378294853e-01,8.896879529087311056e+00,7.472873453680501932e+00,7.873051331060102243e+00,8.444647493148059070e+00,7.873051331060102243e+00,7.472873453680501932e+00
1.862470370936016861e-01,2.168538309158903887e-01,1.014442956207774749e-01,1.118463909385552929e-01,6.611874050002086722e-02,3.483239004543622203e-02,1.163437511152849990e-01,1.083521304545788932e-01,1.949379859744680976e-01,1.121906818289534619e-01,3.428606189747404187e+01,3.721463670008832736e+01,3.370148417402368324e+01,3.620816761887985535e+01,3.721463670008832736e+01,3.743828692027454963e+01,3.721463670008832736e+01,3.459057483626688878e+01,3.645961602250245903e+01,3.650782286957869616e+01
2.722195381617467658e-01,2.930071772676551278e-01,2.766042900161482798e-01,1.776933499266822036e-01,1.139215443817389734e-01,1.271488682745646748e-01,1.602181411812252931e-01,2.161094408816849333e-01,2.588102087847790611e-01,2.517147021187808309e-01,2.856255680694429344e+01,2.762249324528350414e+01,1.552753236075815835e+01,1.194830494255120534e+01,9.863363859739195050e+00,1.306547899129380497e+01,1.156314133969362956e+01,2.025976084969719082e+01,1.602925298938693999e+01,1.946208716228316149e+01
2.080821779442537378e-01,2.845516608835775285e-01,3.186449150973180156e-01,2.785789357630389929e-01,3.266400875392493353e-01,1.176481429376567689e-01,1.360546812674472694e-01,3.157080721267391255e-01,4.108742200547292334e-01,2.290465079351798605e-01,1.402770352163075351e+01,1.029388126551408433e+01,9.677194511491920892e+00,1.313057497327510781e+01,9.677194511491920892e+00,1.021741018596116746e+01,9.677194511491920892e+00,1.402770352163075351e+01,9.677194511491920892e+00,9.694896846174220428e+00
2.489728080362747509e-01,2.313611993507728171e-01,2.103767729536770437e-01,1.825215069798700462e-01,2.285762698582343988e-01,3.377963184469487956e-01,4.378247805340640397e-01,3.581253060744161720e-01,2.580454875939727777e-01,2.116988188997133424e-01,2.464263936579495962e+01,2.482578280351212285e+01,2.500918448693777307e+01,2.519283877605342070e+01,2.537674018645325447e+01,2.556088338429021434e+01,2.574526318140512871e+01,2.592987453063252445e+01,2.611471252127576648e+01,2.629977237474514595e+01
