7.547548195062442344e-01,5.742126077408777896e-01,1.141722786181695037e-01,1.962280100456623433e-01,3.757554122091767423e-01,5.020466397029330619e-01,3.706663439547699945e-01,2.598022836976372485e-01,6.848435845760733054e-01,2.344081784349696662e-01
2.044036193263299772e+00,2.396757750218259098e+00,2.634062824759075383e+00,2.988194572171167351e+00,3.217054684440155299e+00,3.399773877898593533e+00,3.561287952653132916e+00,3.736317658328421665e+00,3.927438490963620854e+00,4.132528969666229735e+00
8.002858701786713658e-01,1.114455121815290939e+00,1.180274897781414367e+00,9.837591297744294749e-01,1.101278786243068630e+00,9.807236893832027569e-01,1.216893522426736984e+00,1.377446261872165234e+00,1.523043902450465836e+00,1.743497226049061322e+00
3.098209264368804172e-01,3.981058988857167358e-01,3.671390668212774488e-01,6.181527797860845164e-01,7.325485644812509411e-01,9.484812017386168304e-01,1.185860727710770224e+00,1.400451623081778063e+00,1.610062351812687087e+00,1.807703867704864464e+00
1.052813640836095521e+00,7.230766238085581943e-01,1.321827883937701342e+00,2.124357249250831359e+00,1.195064547856421910e+00,1.396211300642354880e+00,2.098332411923007346e+00,2.578212830648150433e+00,2.107598850256248380e+00,2.032755985845725810e+00
1.628650546672388011e-01,8.598126391999267870e-01,2.032163861529069138e+00,2.187945089617729266e+00,2.736643134285561274e+00,2.753000632759503130e+00,2.717561669055807982e+00,2.352351144815962858e+00,1.528579186335102369e+00,1.236001125284818203e+00
1.100501731191163790e+00,8.152535079621383574e-01,1.092910299665592389e+00,1.259189441203479420e+00,9.479596434758293944e-01,9.350974009868034953e-01,1.018562212804090539e+00,9.860976286793955436e-01,1.038950301412589594e+00,1.190614141346382215e+00
3.803157098675621350e-01,6.460681878795048183e-01,1.026789618448670671e+00,1.350076668801203139e+00,1.843085924711593382e+00,2.238990913611473843e+00,2.535633584202532820e+00,2.778657278340645131e+00,3.088900881467301573e+00,3.405416127767461276e+00
7.767134410106645293e-01,2.448349483038244068e-01,2.318672332844625428e-01,4.553184646409328962e-01,4.507098589414989531e-01,3.097463825426707840e-01,5.851128688521306520e-01,8.131082578905332037e-01,5.740009815585523922e-01,4.389283967500678396e-01
6.720186985858173090e-01,6.152542565408968267e-01,5.211422952190205571e-01,4.319804324598293110e-01,3.520276945609056574e-01,2.271133942522290117e-01,2.106417122450859880e-01,2.703635574268566932e-01,3.144191191794908913e-01,3.692744848840824878e-01
7.667658886392034745e-01,7.531609135985949388e-01,6.452667037018915419e-01,6.226491424447763157e-01,5.551791297924442148e-01,7.051066249949259346e-01,4.809877716442573226e-01,4.476347488368032645e-01,2.125665578876150541e-01,2.847802152468619230e-01
2.075841881185800819e+00,2.282037892105438281e+00,2.398192690951047812e+00,2.368800652230889536e+00,2.620266120217591865e+00,2.677572243419946041e+00,2.876022475720680038e+00,3.051158174880222784e+00,3.121757573378180162e+00,3.235944206867412909e+00
9.115643350298582304e-01,5.050894878236813490e-01,2.528113864434597402e-01,1.001994769753096204e+00,8.179735799559876286e-01,1.130076660710754410e+00,1.280783544585246014e+00,1.170953654244188291e+00,1.192372054197730957e+00,1.490653793406950811e+00
7.606182376710612925e-01,6.503170169245686694e-01,1.062793716318424231e+00,1.104317844380731328e+00,1.556694962600676524e+00,1.769186603850295025e+00,2.296813505616236650e+00,2.519099606900737420e+00,2.974252159277374297e+00,3.290138574599287935e+00
5.927167544135959476e-01,4.365830813097626439e-01,6.826308801305952523e-01,7.519515658084412468e-01,7.207225092135595146e-01,7.655557241852986028e-01,9.012754532817064401e-01,5.115786776537217806e-01,9.704268222735136229e-01,7.042608305670067237e-01
1.639273646011015773e+00,6.035617520114893164e-01,6.529545329203252368e-01,3.810807156000918239e-01,6.870158449822413860e-02,5.737707602556556263e-02,3.913423504507745898e-02,2.189736214132169956e-01,6.149749885002580019e-01,8.692878761281653821e-01
3.838369043663611979e-01,5.077816989596551922e-01,1.277668184956769926e+00,1.220272117790191180e+00,1.199694856408052734e+00,1.296586641563077347e+00,1.000461563084835248e+00,7.904359707823594983e-01,2.471717468540496343e-01,6.120772320817154943e-01
1.212518929254392974e+00,1.417138804326735224e+00,1.406123240871589353e+00,1.080034674080346369e+00,5.542175768321006002e-01,2.930892447953919455e-01,2.733176931902651652e-01,3.210430327492119207e-01,4.706838815423933231e-01,5.636730725797256536e-01
1.666750272209065242e+00,1.822676483683420390e+00,1.917843482544618672e+00,1.842815320859146455e+00,1.927391426105119265e+00,1.954012132442307870e+00,1.619752931444553790e+00,1.890838519921295591e+00,2.030926001353239307e+00,2.177269269156402842e+00
4.702902371210824217e-01,6.843619214382750116e-01,5.868800299465847248e-01,5.496487429931552482e-01,6.998383815438204980e-01,1.321673127753037802e+00,1.041253906885473590e+00,7.475857800825193022e-01,8.031004379955613004e-01,5.952789657646955224e-01
6.801216029098556826e-01,4.532878258789309611e-01,3.088861044812285517e-01,2.752301313573370933e-01,3.729161511168618826e-01,6.430173681472726166e-01,7.561788089684355896e-01,6.497244090124816296e-01,7.662419833967278882e-01,7.377246179980048169e-01
1.723715968605253002e+00,1.973756300219390525e+00,1.787198897171509149e+00,1.739795199525691949e+00,1.506347922291031649e+00,1.440393933191724818e+00,1.144062863781823980e+00,1.205134143868174856e+00,1.461087219923526748e+00,1.863140368419547777e+00
1.424739679890569821e+00,1.378442567166152211e+00,1.474267396629846516e+00,1.465068809582635190e+00,1.384833641866715759e+00,1.162483650040951888e+00,1.394327863080650820e+00,1.604252617835391304e+00,1.302417242419821042e+00,1.519160831418427948e+00
1.550154130398576635e+00,1.503965381383598032e+00,1.398947078561374457e+00,1.106525863535861687e+00,1.339598182964401030e+00,1.114853946389858574e+00,1.193887766296113373e+00,1.139430221045753422e+00,1.194024340716398846e+00,1.258140092313827063e+00
5.355240770643386883e-01,4.046473192442103795e-01,4.660358837984683311e-01,5.489070523848477157e-01,5.481663451013547572e-01,5.254120011982196248e-01,4.314741969652666209e-01,8.155696859403255283e-01,1.091685350033333890e+00,9.973926216563078206e-01
6.625167878222196771e-01,8.646461474540172443e-01,1.605199464631383632e+00,1.593253583110268545e+00,1.223779738267579908e+00,7.849968745366816547e-01,1.286274186877254699e+00,8.374657531985304493e-01,1.230935657374573777e+00,1.124591431488853877e+00
6.888076179979318869e-01,2.307267896437066867e-01,4.448086450393322067e-01,4.094717617813799504e-01,6.693239753021592575e-01,1.424488487716127016e+00,1.584325300669677528e-01,1.380364283587823260e-01,7.969977588797098056e-01,1.002128493389940367e+00
1.215659474241066240e+00,5.994605905918964917e-01,8.753330453449175153e-01,1.292720784741625772e+00,1.552402785175881705e+00,1.191949352955154584e+00,1.091877914293165386e+00,1.781487528825322908e+00,2.185625738692279274e+00,2.853791453483262686e+00
1.498175463682544173e+00,1.860688180179425055e+00,2.259860306933284324e+00,1.354938927080938216e+00,4.469386061904359053e-01,6.637384425311598779e-01,8.833741196654800731e-01,9.153456906278250038e-01,7.316281735957472776e-01,2.613936910459077612e-01
6.736293200915521862e-01,4.894685733754354784e-01,4.167458964585304959e-02,3.669853104106017283e-01,6.977538805999937699e-01,1.002865818231778672e+00,1.250499745090515979e+00,1.481921223188995773e+00,1.757400769786173989e+00,2.022072589838722845e+00
1.397885228653802825e+00,1.104859281489822376e+00,1.142091854513823446e+00,7.944427903102406763e-01,9.848124354884029152e-01,7.945364346692557200e-01,1.006474242314844725e+00,1.042935358611497554e+00,8.794222997438880807e-01,1.108346616719855904e+00
2.304032261613598642e+00,2.253956478412893372e+00,1.936938628915851890e+00,1.572238878941392137e+00,1.369432628574825506e+00,1.208885366290138208e+00,1.185952706716284499e+00,1.172188707633184279e+00,1.257197259574921899e+00,1.360586160584336346e+00
7.554223903988304123e-01,3.241570099474003763e-01,6.599942279379923393e-01,2.758713093429165375e-01,1.041800601679858440e+00,1.180477723133510765e-01,5.877818118065838426e-01,6.945097939349196281e-01,8.369439419235784605e-01,6.612837153968691428e-01
9.969844652133097451e-01,1.479688027202022971e+00,1.514791892017443908e+00,2.237186944434762292e+00,2.616267367541077249e+00,2.975405047186933771e+00,3.292592352351855212e+00,3.476817740621145791e+00,3.735481922908722385e+00,3.939218489082223940e+00
2.328792456881601858e+00,2.477177281418053045e+00,2.952820089763051215e+00,3.010521665834703153e+00,2.897891925520522438e+00,2.478188525531393793e+00,2.671981472086597087e+00,2.477043382563742124e+00,2.540020674241979304e+00,2.629663598156556148e+00
1.252681612564356950e+00,1.947022999384312225e+00,2.349165350378636052e+00,2.704054587049604219e+00,3.015205213821079422e+00,3.287157187725888718e+00,3.484385934060333145e+00,3.862490673523725881e+00,4.210085294201189043e+00,4.629713878400692373e+00
7.277884569585184593e-01,7.347533774941640283e-01,1.246618872305795156e+00,1.519313500988067833e+00,1.772652251317425431e+00,1.847121426683005829e+00,2.054729980555209945e+00,1.855794466826427458e+00,1.768520436545830909e+00,1.582762952136758994e+00
1.891683655116269014e+00,2.080408340414130031e+00,3.454676913189251408e+00,1.508567312009711614e+00,1.840521462975667211e+00,2.047584562974444022e+00,2.384366068825972462e+00,2.601927284254728523e+00,2.675598991242786884e+00,3.738789302143380677e+00
8.747209857998805571e-02,3.908200292212385407e-01,4.836014880240102065e-01,2.256918466918457489e-01,4.218453117099323357e-01,6.907820406768483412e-01,6.253850089180732486e-01,1.224127188842734526e+00,9.823216820472220334e-01,7.994314492358431945e-01
6.859273596194823686e-01,8.609404702919337682e-01,6.567324713544487880e-01,4.512971938503317904e-01,3.880214947871107878e-01,6.525447083401304527e-01,5.423703351013393625e-01,1.061342898212735975e-01,5.455103593446174459e-01,7.864922566122636294e-01
1.101532144095665133e+00,3.297646787876353236e-01,4.277475680427894611e-01,8.045991518125836794e-01,5.719107918082001474e-01,7.214146320448341365e-01,3.957349477820301109e-01,1.500931201436750406e-01,6.572617923021161213e-01,4.768019489594774174e-01
5.636384340700644202e-01,4.297713846985507513e-01,3.362967033387431748e-01,3.546245974897989650e-01,5.263745538520719913e-01,7.690380382177550711e-01,1.087079334885740156e+00,1.409960773237532994e+00,1.711117041431259311e+00,2.001387810864998507e+00
1.330708096681716635e+00,8.597190970692565326e-01,1.115551393049749596e+00,1.216620354710739038e+00,1.369168756193901659e+00,1.125199806891516108e+00,1.264239647998553595e+00,1.190072318968033338e+00,1.282481645824123273e+00,1.386146978361306958e+00
1.518289594840186663e+00,1.736677241377574177e+00,2.063125771593874447e+00,2.376780741438941913e+00,2.567306087022751981e+00,2.687656618209451231e+00,2.642278951229931838e+00,2.243736793214409886e+00,1.799299818999008815e+00,1.562891908508618366e+00
1.543406778054997153e+00,9.559981464841914578e-01,1.694755068363873241e+00,1.435066158331251396e+00,1.456798528410440552e+00,1.456551504591808266e+00,1.292712128019923190e+00,1.063210024263934850e+00,1.221416793488849128e+00,1.379889651059350797e+00
5.722551466829761679e-01,1.327808610295845015e-01,6.965164854584270371e-01,4.221882578669486907e-01,1.864793983018008250e-01,6.681998205670774960e-01,2.463799328825750923e-01,4.858738173733322396e-01,1.682487993676920479e-01,2.449348675744500992e-01
2.110236789730192353e+00,2.484745211715285507e+00,2.797110489033864500e+00,3.647325177915338834e+00,2.767572361712886231e+00,2.857153787344365981e+00,3.062333270830014609e+00,3.267474950852882198e+00,1.876454149956888307e+00,2.349654729663029684e+00
3.734999784450442339e-01,1.435767025811602038e-01,1.812023872135486435e-01,6.066393429441699903e-01,8.311909281341118838e-01,1.626795364698354174e+00,1.900010757031610487e+00,2.268135377184164359e+00,2.611904189070385574e+00,2.671587388665232599e+00
1.569291765396139404e-01,2.611843548191188913e-01,2.369286873105324598e-01,5.439149749751294172e-01,6.540153644747704886e-01,5.358514314215924168e-01,5.337590517355590425e-01,4.393670118672624580e-01,1.769058041918744051e-01,1.423729872477739189e-01
5.935783126275433474e-01,5.445247997427389297e-01,6.084394910517162414e-01,8.244534769232551019e-01,1.065020395938129250e+00,9.081939548201375390e-01,6.641838234040843281e-01,2.213613261112895580e-01,1.341306409670091071e-01,2.349177876127227227e-01
9.769115106369286039e-01,3.126022571064814848e-01,9.580746208399109065e-01,6.267476926213473298e-01,6.235408650651241835e-01,7.938922404018841084e-01,1.058124662482735623e+00,1.015927902998492005e+00,1.205860993653744773e+00,1.072937573020419144e+00
9.175615262658317617e-01,1.698175583140056899e+00,1.660037068215143075e+00,2.116428860654171462e+00,2.045518331502336196e+00,1.387943281478657420e+00,1.113714899410712444e+00,1.020699134817406373e+00,1.044707488389862826e+00,1.174289742990781704e+00
2.004272421768390711e+00,1.932916352345306565e+00,1.401518325091394512e+00,6.585088650745554162e-01,9.459925582665151822e-01,1.095575564509304378e+00,1.603730894342980440e+00,1.486258026203776561e+00,1.336963672563472372e+00,9.474809783549869024e-01
2.613593319109512869e+00,2.375476633554872041e+00,1.803823766780673132e+00,1.756151641795203666e+00,1.903268932593581653e+00,2.459284786835550740e+00,2.845887712889679566e+00,3.072178668751853081e+00,3.255559379807742904e+00,3.472134758785563768e+00
