4.713141456707259369e-03,7.196076623473312852e-09,3.380777595651807662e-07,4.713115522385887511e-03,7.196076623473312852e-09,3.648357171925908915e-07,7.196076623473312852e-09,8.235430470904248068e-08,3.380777595651807662e-07,4.713092824865215517e-03,4.823319571906742320e-01,4.826494803482345719e-01,4.940914571083606099e-01,4.826494803482345719e-01,3.217511119003510611e+00,4.812146612879193985e-01,4.975029831289428661e-01,5.053189084633868955e-01,5.151854445408011740e-01,5.184640651474133888e-01
4.498391632523635053e-07,7.450298882873799405e-03,7.451422440640336799e-03,4.712320281291378088e-03,7.450925330789870057e-03,8.676020009090734675e-07,7.450653463697168993e-03,4.712006905504109548e-03,7.450059491907335373e-03,1.037393424496713124e-06,3.725637039796639849e-01,3.756124444114275485e-01,1.964357332251746913e+00,2.007682412597977528e+00,2.384877998052836734e+00,8.911506863317780747e-01,2.415984136422379080e+00,2.427328266946768398e+00,1.996371688988703763e+00,2.444636407535981437e+00
4.712072036558952355e-03,4.712012984756719543e-03,7.041890590642196912e-07,7.172150411349775823e-07,1.010018799263434630e-06,7.819516305573870341e-07,1.403156701940133644e-07,4.712083337174480767e-03,4.711709306210063071e-03,4.712119526986437851e-03,2.762342308689750947e+00,4.010575878307481190e+00,3.055398034834848064e-01,4.011044827372307608e+00,4.021498275350328555e+00,4.011537394834939541e+00,2.762342308689750947e+00,2.771667278136244139e+00,2.772302161946487598e+00,2.782291128343907349e+00
3.330572098887550452e-03,4.710934777400284726e-03,1.200764805302981589e-02,7.446646015390622278e-03,6.660904646867150600e-03,7.374132682258505156e-07,1.200743361048717435e-02,9.992075572037961706e-03,7.445126716980620535e-03,4.710834074920357793e-03,1.448127866369736783e+00,1.439713421559717377e+00,1.431375019553570160e+00,3.954924377262503121e+00,1.414360952005903282e+00,3.933057303524143844e+00,1.398322298768745586e+00,3.914666261798865232e+00,3.903289695552468519e+00,1.374940148921137917e+00
1.412703592034734654e-02,1.052909452797689063e-02,1.412703592034734654e-02,7.446586646979290285e-03,7.450211497266346142e-03,4.712058135569952705e-03,3.329162523810325069e-03,1.372793443154804970e-02,7.450211497266346142e-03,1.372793443154804970e-02,1.581490316203748581e+00,1.073393316805458575e+00,1.079130169052308075e+00,3.214977407511366625e+00,5.825832710084499766e-01,9.437067084864759758e-01,3.214977407511366625e+00,1.079130169052308075e+00,1.069783718282937945e+00,1.082709524688232783e+00
8.742056003541165410e-07,2.120452293752350670e-07,8.206229473728399171e-07,3.087784250510594575e-07,1.475330144273812039e-06,7.457141038003101130e-07,1.407932952446344643e-06,3.329292062790697743e-03,1.649209568910237067e-06,3.330352242684647517e-03,2.648220554381006675e+00,1.136824058098461876e+00,3.773805360872822590e+00,2.680146465160670122e+00,3.760292064989317673e+00,3.951333708170898351e+00,3.958264333764773379e+00,3.790227205692306534e+00,2.729746113180914868e+00,8.213696755591566312e-01
9.996922640029382023e-03,3.332107559410131450e-03,3.275473083874658187e-07,7.451314690735306306e-03,9.996922740837632659e-03,2.026885642111010341e-02,9.995482231387242678e-03,7.451314690735306306e-03,9.995482231387242678e-03,4.712608799464263094e-03,1.717870839192579435e+00,1.708586419644918530e+00,1.705742442533944025e+00,1.717870839192579435e+00,1.709599656372234433e+00,1.700417421576176480e+00,1.695274689800250201e+00,1.705742442533944025e+00,1.718945519142032197e+00,1.728208936593497835e+00
9.993938153019854553e-03,1.259474089465584257e-07,4.712314000168390908e-03,7.449331575449183104e-03,4.711608103285515499e-03,7.448897783059129155e-03,2.410687471865458065e-08,5.128667730502911581e-07,7.448861277713717671e-03,4.711034884491540134e-03,1.690862477593106261e+00,1.685041974860810754e+00,4.144201083941929653e+00,4.136614061105053253e+00,4.131522805431162126e+00,4.124451478751744560e+00,4.113866602841669717e+00,1.309118467114659401e+00,4.089431280736090635e+00,4.081740030526884055e+00
3.332105492669157343e-03,6.234833680451856708e-07,4.712856540852026870e-03,4.712302178019451421e-03,1.684256822898078099e-07,4.712856540852026870e-03,3.332105492669157343e-03,6.234833680451856708e-07,1.684256822898078099e-07,3.059469122490554582e-09,7.791123055228972305e-01,3.133309036604979614e+00,7.829409124729751479e-01,3.133309036604979614e+00,7.980656122661067275e-01,7.964410623640207909e-01,3.116085107606445970e+00,3.118394649403094743e+00,8.320900833678855912e-01,8.245994844235677856e-01
7.446850801763680271e-03,4.710609812229281379e-03,1.200223199261387860e-02,9.980146034234220129e-03,7.444135793504592057e-03,9.989188285782546473e-03,7.438766107316964644e-03,7.444667214102259657e-03,4.709976857647193982e-03,3.324279983209166289e-03,2.027513510612290737e-01,3.021349287031015685e+00,3.340517273621570471e+00,1.622213309259658898e+00,1.697883366878945033e+00,1.715754276857195837e+00,1.097538799782125096e+00,2.730836545174779140e+00,1.735322435989140155e+00,7.174634962246911885e-01
